"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad Reservar cita","Validar reserva de cita fue exitoso","SUCCESS","2023-03-16T23:21:26.8388048-05:00[America/Bogota]","0.0","12.01"
